lab,strain.1,strain.2,Diff,n.1,n.2,s.pooled,t-value common,pval common,treatment,sex,Diff Multi,Std. Error REML,df REML,t-value REML,pval REML,measure.name,t-value GXL-TAUGAX,pval REML GXL-TAUGAX
ICS,Ttll4,baseline,-42.75951086956525,8,414,173.40555944179587,-0.6908100549158156,0.49006652010496854,Control,Male,-0.34166190981315836,72.47107309816494,12,-0.004714459096671078,0.9963158884165877,ESLIM_004_001_701.Simplified.IPGTT.Glucose.response.AUC,NA,NA
ICS,Setmar,Elk4,134.38333333333344,9,7,165.22979236721895,1.6138654926787093,0.12886239783452416,Control,Male,177.44729874508684,83.21712041074275,12,2.132341252247652,0.054327770601896475,ESLIM_004_001_701.Simplified.IPGTT.Glucose.response.AUC,NA,NA
ICS,Slc38a10,Elk4,30.731250000000045,4,7,147.60911588973764,0.3321618263141587,0.7473722544280037,Control,Male,168.39541360703072,87.58883039543639,12,1.9225672137277972,0.07858960667160841,ESLIM_004_001_701.Simplified.IPGTT.Glucose.response.AUC,NA,NA
ICS,Tnfaip1,Elk4,84.7458333333334,9,7,148.61144049344153,1.1315568921096444,0.2768316564661387,Control,Male,164.73032016654048,83.21712041074277,12,1.979524397785758,0.07116268291022315,ESLIM_004_001_701.Simplified.IPGTT.Glucose.response.AUC,NA,NA
ICS,Ttll4,Elk4,36.918750000000045,8,7,174.6121656398061,0.40852710217377736,0.6895362223172559,Control,Male,66.62214640175151,86.35117066527737,12,0.7715256885167037,0.45532030900228937,ESLIM_004_001_701.Simplified.IPGTT.Glucose.response.AUC,NA,NA
ICS,Slc38a10,Setmar,-103.6520833333334,4,9,169.28930535107642,-1.0188918463263383,0.33014087331855135,Control,Male,-9.051885138056107,85.94960072170139,12,-0.10531619765594327,0.9178648561644891,ESLIM_004_001_701.Simplified.IPGTT.Glucose.response.AUC,NA,NA
ICS,Tnfaip1,Setmar,-49.637500000000045,9,9,163.62047196991043,-0.6435444005613542,0.528987901707703,Control,Male,-12.71697857854636,81.27454472558898,12,-0.15646939175707825,0.8782646218141128,ESLIM_004_001_701.Simplified.IPGTT.Glucose.response.AUC,NA,NA
ICS,Ttll4,Setmar,-97.4645833333334,8,9,185.38497011848978,-1.0819672036511259,0.29635496590304666,Control,Male,-110.82515234333533,84.30079882451362,12,-1.3146394089815998,0.21320265681207332,ESLIM_004_001_701.Simplified.IPGTT.Glucose.response.AUC,NA,NA
ICS,Tnfaip1,Slc38a10,54.01458333333335,9,4,148.39450535228718,0.6057212139269185,0.5569913619487152,Control,Male,-3.665093440490253,85.9496007217014,12,-0.04264235563301289,0.9666879566434101,ESLIM_004_001_701.Simplified.IPGTT.Glucose.response.AUC,NA,NA
ICS,Ttll4,Slc38a10,6.1875,8,4,181.4931092441942,0.05567233506031213,0.9566994589040949,Control,Male,-101.77326720527923,88.93696161323352,12,-1.1443303814208075,0.2747995581853969,ESLIM_004_001_701.Simplified.IPGTT.Glucose.response.AUC,NA,NA
ICS,Ttll4,Tnfaip1,-47.82708333333335,8,9,171.75495541128745,-0.5730683300648799,0.5750894419341742,Control,Male,-98.10817376478897,84.30079882451363,12,-1.1637870000380153,0.2671283563314206,ESLIM_004_001_701.Simplified.IPGTT.Glucose.response.AUC,NA,NA
MRC_Harwell,baseline,Arhgef4,234.03338353413665,332,9,284.80917153063854,2.432410940111374,0.015515643204396258,Control,Male,17.439850093332446,70.09324376695649,12,0.24880928825773616,0.8077156350283269,ESLIM_004_001_701.Simplified.IPGTT.Glucose.response.AUC,NA,NA
MRC_Harwell,Elk4,Arhgef4,143.0523809523811,7,9,290.69947645677814,0.9764749899161246,0.3454013189712929,Control,Male,-49.523958218232224,84.25298377694803,12,-0.587800645130175,0.56756318493899,ESLIM_004_001_701.Simplified.IPGTT.Glucose.response.AUC,NA,NA
MRC_Harwell,Setmar,Arhgef4,332.99358974358984,13,9,236.558005368337,3.246233940235563,0.004045369575033422,Control,Male,127.92334052685462,82.4226586971151,12,1.5520409381229061,0.1466153438208373,ESLIM_004_001_701.Simplified.IPGTT.Glucose.response.AUC,NA,NA
MRC_Harwell,Slc38a10,Arhgef4,269.5833333333335,9,9,226.24803175939456,2.5276357316238824,0.022392148929023078,Control,Male,118.87145538879851,87.07084818743257,12,1.3652267993635543,0.19722962375284267,ESLIM_004_001_701.Simplified.IPGTT.Glucose.response.AUC,NA,NA
MRC_Harwell,Tnfaip1,Arhgef4,250.20512820512818,13,9,371.0619460258105,1.5550035302353835,0.1356277886883432,Control,Male,115.20636194830826,82.42265869711514,12,1.3977511010857573,0.18749131892774865,ESLIM_004_001_701.Simplified.IPGTT.Glucose.response.AUC,NA,NA
MRC_Harwell,Ttll4,Arhgef4,151.47916666666674,12,9,287.419017484651,1.1951973930347413,0.2467155785497278,Control,Male,17.098188183519287,85.43991531662567,12,0.20011944206822227,0.8447384939665228,ESLIM_004_001_701.Simplified.IPGTT.Glucose.response.AUC,NA,NA
MRC_Harwell,Elk4,baseline,-90.98100258175555,7,332,285.28060088485677,-0.8350196401831255,0.40429822005827354,Control,Male,-66.96380831156466,70.89105152848863,12,-0.9446017073770482,0.3634937569548833,ESLIM_004_001_701.Simplified.IPGTT.Glucose.response.AUC,NA,NA
MRC_Harwell,Setmar,baseline,98.96020620945319,13,332,282.44486217403244,1.2392475899223254,0.216101102336675,Control,Male,110.48349043352218,68.82197148533967,12,1.6053520125772212,0.1343950433670533,ESLIM_004_001_701.Simplified.IPGTT.Glucose.response.AUC,NA,NA
MRC_Harwell,Slc38a10,baseline,35.54994979919684,9,332,282.5436312651546,0.37244879749399595,0.7097914625516335,Control,Male,101.43160529546606,74.21317834402723,12,1.3667600223947207,0.19676133258159,ESLIM_004_001_701.Simplified.IPGTT.Glucose.response.AUC,NA,NA
MRC_Harwell,Tnfaip1,baseline,16.17174467099153,13,332,290.75855810658015,0.19672318167842648,0.8441606786167999,Control,Male,97.76651185497582,68.82197148533969,12,1.4205712179547463,0.1809002773321988,ESLIM_004_001_701.Simplified.IPGTT.Glucose.response.AUC,NA,NA
MRC_Harwell,Ttll4,baseline,-82.5542168674699,12,332,285.17589575818056,-0.9851602746377388,0.3252417867229316,Control,Male,-0.34166190981315836,72.47107309816494,12,-0.004714459096671078,0.9963158884165877,ESLIM_004_001_701.Simplified.IPGTT.Glucose.response.AUC,NA,NA
MRC_Harwell,Setmar,Elk4,189.94120879120874,13,7,241.2389774854838,1.6794899789211426,0.1103301060238653,Control,Male,177.44729874508684,83.21712041074275,12,2.132341252247652,0.054327770601896475,ESLIM_004_001_701.Simplified.IPGTT.Glucose.response.AUC,NA,NA
MRC_Harwell,Slc38a10,Elk4,126.53095238095239,9,7,231.04565853209752,1.086698951450917,0.2955264135118998,Control,Male,168.39541360703072,87.58883039543639,12,1.9225672137277972,0.07858960667160841,ESLIM_004_001_701.Simplified.IPGTT.Glucose.response.AUC,NA,NA
MRC_Harwell,Tnfaip1,Elk4,107.15274725274708,13,7,386.0107910366021,0.5921197715590173,0.5611351633472026,Control,Male,164.73032016654048,83.21712041074277,12,1.979524397785758,0.07116268291022315,ESLIM_004_001_701.Simplified.IPGTT.Glucose.response.AUC,NA,NA
MRC_Harwell,Ttll4,Elk4,8.426785714285643,12,7,296.83851216725947,0.059690407910072386,0.9530982968323161,Control,Male,66.62214640175151,86.35117066527737,12,0.7715256885167037,0.45532030900228937,ESLIM_004_001_701.Simplified.IPGTT.Glucose.response.AUC,NA,NA
MRC_Harwell,Slc38a10,Setmar,-63.41025641025635,9,13,184.8589392045896,-0.7910440044571532,0.43819913530595767,Control,Male,-9.051885138056107,85.94960072170139,12,-0.10531619765594327,0.9178648561644891,ESLIM_004_001_701.Simplified.IPGTT.Glucose.response.AUC,NA,NA
MRC_Harwell,Tnfaip1,Setmar,-82.78846153846166,13,13,330.28933993836836,-0.639045724218215,0.5288456858373887,Control,Male,-12.71697857854636,81.27454472558898,12,-0.15646939175707825,0.8782646218141128,ESLIM_004_001_701.Simplified.IPGTT.Glucose.response.AUC,NA,NA
MRC_Harwell,Ttll4,Setmar,-181.5144230769231,12,13,249.6980732197364,-1.8158845908246715,0.08244767022982538,Control,Male,-110.82515234333533,84.30079882451362,12,-1.3146394089815998,0.21320265681207332,ESLIM_004_001_701.Simplified.IPGTT.Glucose.response.AUC,NA,NA
MRC_Harwell,Tnfaip1,Slc38a10,-19.37820512820531,13,9,340.4410452464002,-0.13126629397618989,0.8968761293973799,Control,Male,-3.665093440490253,85.9496007217014,12,-0.04264235563301289,0.9666879566434101,ESLIM_004_001_701.Simplified.IPGTT.Glucose.response.AUC,NA,NA
MRC_Harwell,Ttll4,Slc38a10,-118.10416666666674,12,9,244.287028182337,-1.0963949935411654,0.28660857840103,Control,Male,-101.77326720527923,88.93696161323352,12,-1.1443303814208075,0.2747995581853969,ESLIM_004_001_701.Simplified.IPGTT.Glucose.response.AUC,NA,NA
MRC_Harwell,Ttll4,Tnfaip1,-98.72596153846143,12,13,365.26199628511034,-0.6751793928393222,0.5062934293750976,Control,Male,-98.10817376478897,84.30079882451363,12,-1.1637870000380153,0.2671283563314206,ESLIM_004_001_701.Simplified.IPGTT.Glucose.response.AUC,NA,NA
HMGU,baseline,Arhgef4,0.5052863958124667,307,7,0.7434230087610533,1.7780951239815415,0.07636207003378585,Control,Male,0.21532669392178508,0.1325088609804187,12,1.6249984516401863,0.13012057384257536,ESLIM_005_001_002.DEXA.Fat.mass,NA,NA
HMGU,Elk4,Arhgef4,0.1562992907208829,11,7,0.47324643045192705,0.6830913255537778,0.5043210627812258,Control,Male,-8.557103487320611e-4,0.16910311873568815,12,-0.005060287208951806,0.9960456436335138,ESLIM_005_001_002.DEXA.Fat.mass,NA,NA
HMGU,Setmar,Arhgef4,0.5532769931080848,7,7,0.656064821940288,1.577719822008196,0.1406138827741064,Control,Male,0.08459919850633221,0.16334249623133543,12,0.517925221287899,0.6139255204283738,ESLIM_005_001_002.DEXA.Fat.mass,NA,NA
HMGU,Slc38a10,Arhgef4,0.16211726533166848,12,7,0.9257797268744586,0.36820056079184266,0.7172684177712287,Control,Male,0.07248913741387028,0.17045202271946994,12,0.4252759002641638,0.6781623413145371,ESLIM_005_001_002.DEXA.Fat.mass,NA,NA
HMGU,Tnfaip1,Arhgef4,0.7731822639637531,7,7,0.8474450130408462,1.7068854526040715,0.11356319027536708,Control,Male,0.06069771801197916,0.16438904206876784,12,0.36923214131625554,0.7183876235117365,ESLIM_005_001_002.DEXA.Fat.mass,NA,NA
HMGU,Ttll4,Arhgef4,0.27126822634906067,4,7,0.7229963243710192,0.5986121280428784,0.5641917513405934,Control,Male,-0.2307749462229006,0.1762068112614729,12,-1.309682324824857,0.21482313176300377,ESLIM_005_001_002.DEXA.Fat.mass,NA,NA
HMGU,Elk4,baseline,-0.3489871050915838,11,307,0.736814708023101,-1.5434873131454665,0.12371339922577491,Control,Male,-0.21618240427051713,0.13449083235341155,12,-1.6074136837999378,0.13394080253901297,ESLIM_005_001_002.DEXA.Fat.mass,NA,NA
HMGU,Setmar,baseline,0.047990597295618054,7,307,0.7449332410184779,0.16853580695497272,0.8662709798634104,Control,Male,-0.13072749541545287,0.1275288422941283,12,-1.025081801604905,0.3255454398916878,ESLIM_005_001_002.DEXA.Fat.mass,NA,NA
HMGU,Slc38a10,baseline,-0.3431691304807982,12,307,0.7588424515601839,-1.536813139838521,0.12533657143357485,Control,Male,-0.1428375565079148,0.13604521887617402,12,-1.049927058722461,0.31443707252623626,ESLIM_005_001_002.DEXA.Fat.mass,NA,NA
HMGU,Tnfaip1,baseline,0.2678958681512864,7,307,0.7523247527209319,0.9315668979696311,0.3522806724410066,Control,Male,-0.15462897590980593,0.12884085778927107,12,-1.200154815506687,0.25323681927070046,ESLIM_005_001_002.DEXA.Fat.mass,NA,NA
HMGU,Ttll4,baseline,-0.23401816946340603,4,307,0.747544474402099,-0.6220589330041829,0.5343618330326173,Control,Male,-0.4461016401446857,0.1436932032970457,12,-3.1045423855051424,0.00911276914135126,ESLIM_005_001_002.DEXA.Fat.mass,NA,NA
HMGU,Setmar,Elk4,0.39697770238720187,7,11,0.5174877530001523,1.5866281223725278,0.13216007826873,Control,Male,0.08545490885506428,0.16529911302919473,12,0.516971369592113,0.6145713069832754,ESLIM_005_001_002.DEXA.Fat.mass,NA,NA
HMGU,Slc38a10,Elk4,0.005817974610785592,12,11,0.8074003648038014,0.01726258889325031,0.9863900926281075,Control,Male,0.07334484776260235,0.171334470261135,12,0.42807992840445763,0.676175424871748,ESLIM_005_001_002.DEXA.Fat.mass,NA,NA
HMGU,Tnfaip1,Elk4,0.6168829732428702,7,11,0.6954135993495815,1.8347154323874135,0.08521006850059015,Control,Male,0.06155342836071122,0.16628675859773256,12,0.3701643406834111,0.7177108537851998,ESLIM_005_001_002.DEXA.Fat.mass,NA,NA
HMGU,Ttll4,Elk4,0.11496893562817778,4,11,0.5423707042319558,0.3630487920143855,0.7224033130102562,Control,Male,-0.22991923587416854,0.17817511895081503,12,-1.2904115750170337,0.22121808259672904,ESLIM_005_001_002.DEXA.Fat.mass,NA,NA
HMGU,Slc38a10,Setmar,-0.3911597277764163,12,7,0.9477980671899845,-0.8677630608736194,0.39760847902604823,Control,Male,-0.012110061092461932,0.16650496128396491,12,-0.07273093245437233,0.9432184530715307,ESLIM_005_001_002.DEXA.Fat.mass,NA,NA
HMGU,Tnfaip1,Setmar,0.21990527085566836,7,7,0.8812518960096907,0.4668416515262668,0.6489752365939163,Control,Male,-0.023901480494353054,0.16020389739993274,12,-0.1491941262495346,0.8838784760658137,ESLIM_005_001_002.DEXA.Fat.mass,NA,NA
HMGU,Ttll4,Setmar,-0.2820087667590241,4,7,0.7750136496719505,-0.5805450561572265,0.5757927756560597,Control,Male,-0.3153741447292328,0.172168133427508,12,-1.8317800074310628,0.0919070810445656,ESLIM_005_001_002.DEXA.Fat.mass,NA,NA
HMGU,Tnfaip1,Slc38a10,0.6110649986320846,7,12,1.0494918655447247,1.2242529921344238,0.23755275437651746,Control,Male,-0.011791419401891122,0.1674141489790083,12,-0.07043263352471853,0.9450094875342951,ESLIM_005_001_002.DEXA.Fat.mass,NA,NA
HMGU,Ttll4,Slc38a10,0.10915096101739219,4,12,1.0285537889021559,0.18380663434129607,0.8568007863809757,Control,Male,-0.3032640836367709,0.17912452694782474,12,-1.6930349450419229,0.11622552309920725,ESLIM_005_001_002.DEXA.Fat.mass,NA,NA
HMGU,Ttll4,Tnfaip1,-0.5019140376146924,4,7,0.9921200313292983,-0.8071380050291288,0.44039543498439804,Control,Male,-0.2914726642348798,0.17310967986453543,12,-1.6837456141272265,0.11804195871885832,ESLIM_005_001_002.DEXA.Fat.mass,NA,NA
ICS,baseline,Arhgef4,0.01468800235498069,445,10,0.42394657546269165,0.10834924992700205,0.9137666307623211,Control,Male,0.21532669392178508,0.1325088609804187,12,1.6249984516401863,0.13012057384257536,ESLIM_005_001_002.DEXA.Fat.mass,NA,NA
ICS,Elk4,Arhgef4,-0.0209517686689904,7,10,0.22318944530899867,-0.1904897434152306,0.8514795029648332,Control,Male,-8.557103487320611e-4,0.16910311873568815,12,-0.005060287208951806,0.9960456436335138,ESLIM_005_001_002.DEXA.Fat.mass,NA,NA
ICS,Setmar,Arhgef4,-0.1108811317816143,10,10,0.37815348290843376,-0.655653747200413,0.5203399259546275,Control,Male,0.08459919850633221,0.16334249623133543,12,0.517925221287899,0.6139255204283738,ESLIM_005_001_002.DEXA.Fat.mass,NA,NA
ICS,Slc38a10,Arhgef4,0.11821970193393683,4,10,0.3683526066621541,0.5424904413604047,0.5974117250662567,Control,Male,0.07248913741387028,0.17045202271946994,12,0.4252759002641638,0.6781623413145371,ESLIM_005_001_002.DEXA.Fat.mass,NA,NA
ICS,Tnfaip1,Arhgef4,-0.2774497006502976,9,10,0.20990094116626984,-2.8768308608365856,0.010463566180525912,Control,Male,0.06069771801197916,0.16438904206876784,12,0.36923214131625554,0.7183876235117365,ESLIM_005_001_002.DEXA.Fat.mass,NA,NA
ICS,Ttll4,Arhgef4,-0.27133590485401804,6,10,0.2540850972383502,-2.0679674883527923,0.05764264980332784,Control,Male,-0.2307749462229006,0.1762068112614729,12,-1.309682324824857,0.21482313176300377,ESLIM_005_001_002.DEXA.Fat.mass,NA,NA
ICS,Elk4,baseline,-0.03563977102397109,7,445,0.4251258483548136,-0.2200782893430448,0.825909985837405,Control,Male,-0.21618240427051713,0.13449083235341155,12,-1.6074136837999378,0.13394080253901297,ESLIM_005_001_002.DEXA.Fat.mass,NA,NA
ICS,Setmar,baseline,-0.12556913413659498,10,445,0.4284480753059396,-0.9165560121800117,0.35986301947150967,Control,Male,-0.13072749541545287,0.1275288422941283,12,-1.025081801604905,0.3255454398916878,ESLIM_005_001_002.DEXA.Fat.mass,NA,NA
ICS,Slc38a10,baseline,0.10353169957895614,4,445,0.4288541387001941,0.4806739302826702,0.6309834304804256,Control,Male,-0.1428375565079148,0.13604521887617402,12,-1.049927058722461,0.31443707252623626,ESLIM_005_001_002.DEXA.Fat.mass,NA,NA
ICS,Tnfaip1,baseline,-0.2921377030052783,9,445,0.4241889295691879,-2.045510032161079,0.041382977780141134,Control,Male,-0.15462897590980593,0.12884085778927107,12,-1.200154815506687,0.25323681927070046,ESLIM_005_001_002.DEXA.Fat.mass,NA,NA
ICS,Ttll4,baseline,-0.28602390720899873,6,445,0.42600861715358584,-1.6336210120844998,0.10303941263209979,Control,Male,-0.4461016401446857,0.1436932032970457,12,-3.1045423855051424,0.00911276914135126,ESLIM_005_001_002.DEXA.Fat.mass,NA,NA
ICS,Setmar,Elk4,-0.0899293631126239,10,7,0.4070535234822474,-0.44830600751146005,0.6603400547995331,Control,Male,0.08545490885506428,0.16529911302919473,12,0.516971369592113,0.6145713069832754,ESLIM_005_001_002.DEXA.Fat.mass,NA,NA
ICS,Slc38a10,Elk4,0.13917147060292723,4,7,0.4136008891113518,0.5368481066617171,0.6043880562024747,Control,Male,0.07334484776260235,0.171334470261135,12,0.42807992840445763,0.676175424871748,ESLIM_005_001_002.DEXA.Fat.mass,NA,NA
ICS,Tnfaip1,Elk4,-0.2564979319813072,9,7,0.21718662678968118,-2.3434790271942134,0.034388058118937616,Control,Male,0.06155342836071122,0.16628675859773256,12,0.3701643406834111,0.7177108537851998,ESLIM_005_001_002.DEXA.Fat.mass,NA,NA
ICS,Ttll4,Elk4,-0.25038413618502764,6,7,0.2722326642258202,-1.6531777253190583,0.1265206748277197,Control,Male,-0.22991923587416854,0.17817511895081503,12,-1.2904115750170337,0.22121808259672904,ESLIM_005_001_002.DEXA.Fat.mass,NA,NA
ICS,Slc38a10,Setmar,0.22910083371555112,4,10,0.5296531373807495,0.7311409324754274,0.4787272138955919,Control,Male,-0.012110061092461932,0.16650496128396491,12,-0.07273093245437233,0.9432184530715307,ESLIM_005_001_002.DEXA.Fat.mass,NA,NA
