"Comparison","Difference","p-value","CI-Low","CI-High","p-value","CI-Low","CI-High"
"DBA/2Jcontrol - 129S1/SvImJcontrol","635.292222222222","0.00409127399458722","192.17389524537","1078.41054919907","0.168592435487093","-294.20661212081","1564.79105656525"
"DBA/2Jfluoxetine - 129S1/SvImJcontrol","1374.11411764706","5.70440881428982e-10","925.110827359038","1823.11740793508","0.00655210278355468","442.125661154421","2306.1025741397"
"FVB/NJcontrol - 129S1/SvImJcontrol","1759.04222222222","2.71476373719357e-11","1224.62141192686","2293.46303251758","0.00128605632250453","785.57745135605","2732.50699308839"
"FVB/NJfluoxetine - 129S1/SvImJcontrol","1419.59777777778","7.43254560812783e-8","885.176967482419","1954.01858807314","0.00621529902734911","446.133006911605","2393.06254864395"
"I/LnJcontrol - 129S1/SvImJcontrol","1615.09272727273","8.15487403632195e-11","1111.95216999562","2118.23328454983","0.00233750521062077","657.939418880264","2572.24603566519"
"I/LnJfluoxetine - 129S1/SvImJcontrol","1590.195","6.46119615946045e-9","1035.29091804507","2145.09908195493","0.00287288621428239","605.390207056974","2574.99979294303"
"LG/Jcontrol - 129S1/SvImJcontrol","1226.91090909091","7.72033824525628e-7","723.770351813802","1730.05146636802","0.0139238944423348","269.757600698446","2184.06421748337"
"LG/Jfluoxetine - 129S1/SvImJcontrol","820.82","0.00207423942221922","286.399189704641","1355.24081029536","0.0943841814393286","-152.644770866173","1794.28477086617"
"LP/Jcontrol - 129S1/SvImJcontrol","560.931111111111","0.0387868697339896","26.5103008157524","1095.35192140647","0.256281628606878","-412.533659755061","1534.39588197728"
"LP/Jfluoxetine - 129S1/SvImJcontrol","161.435789473684","0.501393258117746","-276.34999277114","599.221571718508","0.75729164417292","-765.850042191998","1088.72162113937"
"MA/MyJcontrol - 129S1/SvImJcontrol","1898.93111111111","6.77082152720902e-13","1364.51030081575","2433.35192140647","0.000671896696263082","925.466340244939","2872.39588197728"
"MA/MyJfluoxetine - 129S1/SvImJcontrol","3061.70888888889","0","2527.28807859353","3596.12969918425","0.0000111494224602771","2088.24411802272","4035.17365975506"
"MRL/MpJcontrol - 129S1/SvImJcontrol","1021.54727272727","0.0000420917716761676","518.406715450166","1524.68783000438","0.037231694215593","64.3939643348093","1978.70058111974"
"MRL/MpJfluoxetine - 129S1/SvImJcontrol","945.695","0.000622841476353763","390.79091804507","1500.59908195493","0.0589355252220037","-39.1097929430264","1930.49979294303"
"NOD/ShiLtJcontrol - 129S1/SvImJcontrol","2219.18363636364","0","1716.04307908653","2722.32419364074","0.000193410860723926","1262.03032797117","3176.3369447561"
"NOD/ShiLtJfluoxetine - 129S1/SvImJcontrol","1965.18363636364","0","1462.04307908653","2468.32419364074","0.000481501110974205","1008.03032797117","2922.3369447561"
"NOR/LtJcontrol - 129S1/SvImJcontrol","1960.445","9.06966809347628e-13","1405.54091804507","2515.34908195493","0.000509674843758496","975.640207056974","2945.24979294303"
"NOR/LtJfluoxetine - 129S1/SvImJcontrol","1831.96285714286","6.23839604313183e-15","1360.94868333924","2302.97703094647","0.000859893719363706","890.22853575494","2773.69717853077"
"NZB/BlNJcontrol - 129S1/SvImJcontrol","620.001818181818","0.0141374354391226","116.861260904712","1123.14237545892","0.196446398219349","-337.151490210645","1577.15512657428"
"NZB/BlNJfluoxetine - 129S1/SvImJcontrol","492.074545454545","0.0554589215305922","-11.0660118225611","995.215102731652","0.311963193053863","-465.078762937918","1449.22785384701"
"NZW/LacJcontrol - 129S1/SvImJcontrol","628.264444444444","0.0196684834001199","93.8436341490857","1162.6852547398","0.20056128056403","-345.200326421728","1601.72921531062"
"NZW/LacJfluoxetine - 129S1/SvImJcontrol","900.486666666667","0.000718457916732848","366.065856371308","1434.90747696203","0.0683267736248366","-72.9781041995058","1873.95143753284"
"P/Jcontrol - 129S1/SvImJcontrol","1357.15333333333","2.68013608728523e-7","822.732523037975","1891.57414362869","0.00832874104980126","383.688562467161","2330.61810419951"
"P/Jfluoxetine - 129S1/SvImJcontrol","1995.54727272727","0","1492.40671545017","2498.68783000438","0.000424532313101168","1038.39396433481","2952.70058111974"
"PL/Jcontrol - 129S1/SvImJcontrol","1347.32","2.72825531914111e-8","856.423140069367","1838.21685993063","0.007885851432124","396.206502572422","2298.43349742758"
"PL/Jfluoxetine - 129S1/SvImJcontrol","1320.07","5.09007563181951e-8","829.173140069367","1810.96685993063","0.0087839525064602","368.956502572422","2271.18349742758"
"RIIIS/Jcontrol - 129S1/SvImJcontrol","1600.59777777778","1.28100887921947e-9","1066.17696748242","2135.01858807314","0.00261282662400833","627.133006911605","2574.06254864395"
"RIIIS/Jfluoxetine - 129S1/SvImJcontrol","1374.98666666667","1.41818262365279e-8","884.089806736033","1865.8835265973","0.00704018844619534","423.873169239089","2326.10016409424"
"SJL/Jcontrol - 129S1/SvImJcontrol","495.001818181818","0.0541428367624293","-8.13873909528843","998.142375458925","0.308316287045075","-462.151490210645","1452.15512657428"
"SJL/Jfluoxetine - 129S1/SvImJcontrol","403.183636363636","0.120254648333572","-99.9569209134702","906.324193640743","0.414273995648701","-553.969672028827","1360.3369447561"
"SM/Jcontrol - 129S1/SvImJcontrol","1549.195","1.57390142806596e-8","994.29091804507","2104.09908195493","0.00348010963933049","564.390207056974","2533.99979294303"
"SM/Jfluoxetine - 129S1/SvImJcontrol","2730.59777777778","0","2196.17696748242","3265.01858807314","0.0000291060192359926","1757.13300691161","3704.06254864395"
"SWR/Jcontrol - 129S1/SvImJcontrol","943.403333333333","0.000108603197399282","452.5064734027","1434.30019326397","0.0519200642462707","-7.71016409424487","1894.51683076091"
"SWR/Jfluoxetine - 129S1/SvImJcontrol","1049.07","0.000015474157212153","558.173140069367","1539.96685993063","0.0317732528745367","97.9565025724219","2000.18349742758"
"A/Jcontrol - 129S1/SvImJfluoxetine","-102.533333333333","0.73280709891643","-619.984057868483","414.917391201816","0.862734326675391","-1066.99427242162","861.92760575495"
"A/Jfluoxetine - 129S1/SvImJfluoxetine","-66.6083333333333","0.818915005815334","-557.505193263967","424.2885265973","0.909994807845902","-1017.72183076091","884.505164094245"
"AKR/Jcontrol - 129S1/SvImJfluoxetine","1545.00277777778","2.16090754407015e-8","986.092116125182","2103.91343943037","0.00358312569559085","557.921128156838","2532.08442739872"
"AKR/Jfluoxetine - 129S1/SvImJfluoxetine","1464.00277777778","1.11722901160763e-7","905.092116125182","2022.91343943037","0.0054263220468535","476.921128156838","2451.08442739872"
"BALB/cJcontrol - 129S1/SvImJfluoxetine","608.625","0.0318319212185922","49.7143383474038","1167.5356616526","0.224881504493596","-378.45664962094","1595.70664962094"
"BALB/cJfluoxetine - 129S1/SvImJfluoxetine","658.473484848485","0.0131684350230514","129.393202084789","1187.55376761218","0.176913867601113","-312.118873957102","1629.06584365407"
"BTBR T+ tf/Jcontrol - 129S1/SvImJfluoxetine","1549.55833333333","1.96444864398393e-8","990.647671680737","2108.46899498593","0.00349009154181963","562.476683712393","2536.63998295427"
"BTBR T+ tf/Jfluoxetine - 129S1/SvImJfluoxetine","1770.975","4.39375032083962e-12","1253.52427546485","2288.42572453515","0.00119216631170316","806.514060911717","2735.43593908828"
"BUB/BnJcontrol - 129S1/SvImJfluoxetine","1246.89166666667","0.0000129484334185701","668.364169133111","1825.41916420022","0.0155310889580211","248.39331295481","2245.39002037852"
"BUB/BnJfluoxetine - 129S1/SvImJfluoxetine","2032.66944444444","2.10219438755768e-13","1473.75878279185","2591.58010609704","0.000371109698517995","1045.5877948235","3019.75109406538"
"C3H/HeJcontrol - 129S1/SvImJfluoxetine","744.091666666667","0.00237362394759792","253.194806736033","1234.9885265973","0.117302852951084","-207.021830760911","1695.20516409424"
"C3H/HeJfluoxetine - 129S1/SvImJfluoxetine","719.625","0.00331280938175095","228.728140069367","1210.52185993063","0.129390939971342","-231.488497427578","1670.73849742758"
"C57BL/6Jcontrol - 129S1/SvImJfluoxetine","768.308333333333","0.00293372960211809","250.857608798184","1285.75905786848","0.112144896026245","-196.152605754949","1732.76927242162"
"C57BL/6Jfluoxetine - 129S1/SvImJfluoxetine","814.669444444444","0.00350170090443276","255.758782791848","1373.58010609704","0.101842766159121","-172.412205176496","1801.75109406538"
"C57BLKS/Jcontrol - 129S1/SvImJfluoxetine","414.991666666667","0.140085524626573","-127.715231717854","957.698565051187","0.414273995648701","-562.999318156903","1392.98265149024"
"C57BLKS/Jfluoxetine - 129S1/SvImJfluoxetine","644.641666666667","0.0131054296598837","127.190942131517","1162.09239120182","0.183017259221382","-319.819272421616","1609.10260575495"
"C57BR/cdJcontrol - 129S1/SvImJfluoxetine","1774.15833333333","2.89365601077576e-13","1283.2614734027","2265.05519326397","0.00115503981689629","823.044835905755","2725.27183076091"
"C57BR/cdJfluoxetine - 129S1/SvImJfluoxetine","2352.39166666667","0","1834.94094213152","2869.84239120182","0.0000991195962518621","1387.93072757838","3316.85260575495"
"C58/Jcontrol - 129S1/SvImJfluoxetine","1638.00277777778","2.89664446532742e-9","1079.09211612518","2196.91343943037","0.00233750521062077","650.921128156838","2625.08442739872"
"C58/Jfluoxetine - 129S1/SvImJfluoxetine","2612.78055555556","0","2053.86989390296","3171.69121720815","0.0000431505937838393","1625.69890593462","3599.8622051765"
"CBA/Jcontrol - 129S1/SvImJfluoxetine","691.025","0.00484280026397718","200.128140069367","1181.92185993063","0.145045316891808","-260.088497427578","1642.13849742758"
"CBA/Jfluoxetine - 129S1/SvImJfluoxetine","1146.43012820513","0.00000476566314920092","639.027947103695","1653.83230930656","0.0209866372173326","187.128299217057","2105.7319571932"
"CE/Jcontrol - 129S1/SvImJfluoxetine","1186.11388888889","0.0000178454638461662","627.203227236293","1745.02455054149","0.0198282706265551","199.032239267949","2173.19553850983"
"CE/Jfluoxetine - 129S1/SvImJfluoxetine","1158.225","0.00000585244779815592","640.774275464851","1675.67572453515","0.0202690973811475","193.764060911717","2122.68593908828"
"DBA/2Jcontrol - 129S1/SvImJfluoxetine","725.363888888889","0.00207601972981533","252.998165180067","1197.72961259771","0.122876141513003","-216.990889911015","1667.71866768879"
"DBA/2Jfluoxetine - 129S1/SvImJfluoxetine","1464.18578431373","5.53671226513456e-10","986.295127445793","1942.07644118166","0.00454347155496338","519.26854587522","2409.10302275223"
"FVB/NJcontrol - 129S1/SvImJfluoxetine","1849.11388888889","2.16370433020855e-11","1290.20322723629","2408.02455054149","0.000859893719363706","862.032239267949","2836.19553850983"
"FVB/NJfluoxetine - 129S1/SvImJfluoxetine","1509.66944444444","4.41783411428224e-8","950.758782791848","2068.58010609704","0.00429713862135026","522.587794823504","2496.75109406538"
"I/LnJcontrol - 129S1/SvImJfluoxetine","1705.16439393939","6.9157593404892e-11","1176.0841111757","2234.24467670309","0.00167518499689294","734.572035133807","2675.75675274498"
"I/LnJfluoxetine - 129S1/SvImJfluoxetine","1680.26666666667","4.01194130204922e-9","1101.73916913311","2258.79416420022","0.00202326262530873","681.76831295481","2678.76502037852"
"LG/Jcontrol - 129S1/SvImJfluoxetine","1316.98257575758","4.59675758259247e-7","787.90229299388","1846.06285852127","0.00983095788701481","346.390216951989","2287.57493456316"
"LG/Jfluoxetine - 129S1/SvImJfluoxetine","910.891666666667","0.00108966313793426","351.98100501407","1469.80232831926","0.0691073130413596","-76.1899829542734","1897.97331628761"
"LP/Jcontrol - 129S1/SvImJfluoxetine","651.002777777778","0.0209228514359928","92.0921161251815","1209.91343943037","0.191156501494151","-336.078871843162","1638.08442739872"
"LP/Jfluoxetine - 129S1/SvImJfluoxetine","251.507456140351","0.309692345607434","-215.859547795429","718.874460076131","0.612776934260307","-688.565158301696","1191.5800705824"
"MA/MyJcontrol - 129S1/SvImJfluoxetine","1989.00277777778","6.28830321147689e-13","1430.09211612518","2547.91343943037","0.000437158818972772","1001.92112815684","2976.08442739872"
"MA/MyJfluoxetine - 129S1/SvImJfluoxetine","3151.78055555556","0","2592.86989390296","3710.69121720815","0.00000703950600922099","2164.69890593462","4138.8622051765"
"MRL/MpJcontrol - 129S1/SvImJfluoxetine","1111.61893939394","0.0000217184344588206","582.538656630244","1640.69922215764","0.0261691514034714","141.026580588353","2082.21129819953"
"MRL/MpJfluoxetine - 129S1/SvImJfluoxetine","1035.76666666667","0.00032519763191237","457.239169133111","1614.29416420022","0.0421843034380504","37.2683129548101","2034.26502037852"
"NOD/ShiLtJcontrol - 129S1/SvImJfluoxetine","2309.2553030303","0","1780.17502026661","2838.335585794","0.00011727782258732","1338.66294422472","3279.84766183589"
"NOD/ShiLtJfluoxetine - 129S1/SvImJfluoxetine","2055.2553030303","6.23839604313183e-15","1526.17502026661","2584.335585794","0.000331800635718915","1084.66294422472","3025.84766183589"
"NOR/LtJcontrol - 129S1/SvImJfluoxetine","2050.51666666667","7.70625393563344e-13","1471.98916913311","2629.04416420022","0.000349808983662392","1052.01831295481","3049.01502037852"
"NOR/LtJfluoxetine - 129S1/SvImJfluoxetine","1922.03452380952","1.13918536439799e-14","1423.40652905181","2420.66251856724","0.000577546423846642","967.130325011238","2876.93872260781"
"NZB/BlNJcontrol - 129S1/SvImJfluoxetine","710.073484848485","0.00732336330219664","180.993202084789","1239.15376761218","0.143672049187426","-260.518873957102","1680.66584365407"
"NZB/BlNJfluoxetine - 129S1/SvImJfluoxetine","582.146212121212","0.0299077039438899","53.0659293575162","1111.22649488491","0.235805627934898","-388.446146684375","1552.7385709268"
"NZW/LacJcontrol - 129S1/SvImJfluoxetine","718.336111111111","0.0104004129521847","159.425449458515","1277.24677276371","0.146923471954267","-268.745538509829","1705.41776073205"
"NZW/LacJfluoxetine - 129S1/SvImJfluoxetine","990.558333333333","0.000369867012447144","431.647671680737","1549.46899498593","0.0491462586061238","3.47668371239331","1977.63998295427"
"P/Jcontrol - 129S1/SvImJfluoxetine","1447.225","1.55602388485846e-7","888.314338347404","2006.1356616526","0.00588585048704305","460.14335037906","2434.30664962094"
"P/Jfluoxetine - 129S1/SvImJfluoxetine","2085.61893939394","0","1556.53865663024","2614.69922215764","0.000283511916709655","1115.02658058835","3056.21129819953"
"PL/Jcontrol - 129S1/SvImJfluoxetine","1437.39166666667","1.86038523741966e-8","919.940942131517","1954.84239120182","0.00557793219474433","472.930727578384","2401.85260575495"
"PL/Jfluoxetine - 129S1/SvImJfluoxetine","1410.14166666667","3.41486791107834e-8","892.690942131517","1927.59239120182","0.0062374354146705","445.680727578384","2374.60260575495"
"RIIIS/Jcontrol - 129S1/SvImJfluoxetine","1690.66944444444","8.98590624628301e-10","1131.75878279185","2249.58010609704","0.00185820492874151","703.587794823504","2677.75109406538"
"RIIIS/Jfluoxetine - 129S1/SvImJfluoxetine","1465.05833333333","9.84551592327198e-9","947.607608798184","1982.50905786848","0.00485413375607045","500.597394245051","2429.51927242162"
"SJL/Jcontrol - 129S1/SvImJfluoxetine","585.073484848485","0.029014178130712","55.9932020847889","1114.15376761218","0.234022418986992","-385.518873957102","1555.66584365407"
"SJL/Jfluoxetine - 129S1/SvImJfluoxetine","493.255303030303","0.0684621821428161","-35.8249797333929","1022.335585794","0.318579949925793","-477.337055775284","1463.84766183589"
"SM/Jcontrol - 129S1/SvImJfluoxetine","1639.26666666667","9.65513752669664e-9","1060.73916913311","2217.79416420022","0.00244849369729741","640.76831295481","2637.76502037852"
"SM/Jfluoxetine - 129S1/SvImJfluoxetine","2820.66944444444","0","2261.75878279185","3379.58010609704","0.0000201088277304584","1833.5877948235","3807.75109406538"
"SWR/Jcontrol - 129S1/SvImJfluoxetine","1033.475","0.0000566388578619785","516.024275464851","1550.92572453515","0.0364888089619321","69.014060911717","1997.93593908828"
"SWR/Jfluoxetine - 129S1/SvImJfluoxetine","1139.14166666667","0.00000837428798856028","621.690942131517","1656.59239120182","0.0222217442387187","174.680727578384","2103.60260575495"
"A/Jfluoxetine - A/Jcontrol","35.925","0.902987518368613","-454.971859930633","526.821859930633","0.951385390355883","-915.188497427578","987.038497427578"
"AKR/Jcontrol - A/Jcontrol","1647.53611111111","2.32818441344769e-9","1088.62544945851","2206.44677276371","0.00224005264761962","660.454461490171","2634.61776073205"
"AKR/Jfluoxetine - A/Jcontrol","1566.53611111111","1.39068622683713e-8","1007.62544945851","2125.44677276371","0.00325847291426888","579.454461490171","2553.61776073205"
"BALB/cJcontrol - A/Jcontrol","711.158333333333","0.0112263980629143","152.247671680737","1270.06899498593","0.151053001276266","-275.923316287607","1698.23998295427"
"BALB/cJfluoxetine - A/Jcontrol","761.006818181818","0.00398375938512264","231.926535418122","1290.08710094551","0.117562064507397","-209.585540623769","1731.59917698741"
"BTBR T+ tf/Jcontrol - A/Jcontrol","1652.09166666667","2.10788357708662e-9","1093.18100501407","2211.00232831926","0.00218393244610129","665.010017045727","2639.17331628761"
"BTBR T+ tf/Jfluoxetine - A/Jcontrol","1873.50833333333","2.64956595989195e-13","1356.05760879818","2390.95905786848","0.000727794060286964","909.047394245051","2837.96927242162"
"BUB/BnJcontrol - A/Jcontrol","1349.425","0.00000227733658625975","770.897502466444","1927.95249753356","0.00967744369186878","350.926646288143","2347.92335371186"
"BUB/BnJfluoxetine - A/Jcontrol","2135.20277777778","1.13918536439799e-14","1576.29211612518","2694.11343943037","0.000259173618855887","1148.12112815684","3122.28442739872"
"C3H/HeJcontrol - A/Jcontrol","846.625","0.000537662789272524","355.728140069367","1337.52185993063","0.0782252442931131","-104.488497427578","1797.73849742758"
"C3H/HeJfluoxetine - A/Jcontrol","822.158333333333","0.000779557683837394","331.2614734027","1313.05519326397","0.0862273181701425","-128.955164094245","1773.27183076091"
"C57BL/6Jcontrol - A/Jcontrol","870.841666666667","0.000729602504566304","353.390942131517","1388.29239120182","0.0742579613365882","-93.6192724216162","1835.30260575495"
"C57BL/6Jfluoxetine - A/Jcontrol","917.202777777778","0.000999915481719987","358.292116125182","1476.11343943037","0.0675729927408737","-69.8788718431623","1904.28442739872"
"C57BLKS/Jcontrol - A/Jcontrol","517.525","0.062354279531006","-25.1818983845202","1060.23189838452","0.300197665575981","-460.465984823569","1495.51598482357"
"C57BLKS/Jfluoxetine - A/Jcontrol","747.175","0.00383811673018308","229.724275464851","1264.62572453515","0.121942554752092","-217.285939088283","1711.63593908828"
"C57BR/cdJcontrol - A/Jcontrol","1876.69166666667","1.13918536439799e-14","1385.79480673603","2367.5885265973","0.000707402051611379","925.578169239089","2827.80516409424"
"C57BR/cdJfluoxetine - A/Jcontrol","2454.925","0","1937.47427546485","2972.37572453515","0.0000733381681493873","1490.46406091172","3419.38593908828"
"C58/Jcontrol - A/Jcontrol","1740.53611111111","2.87566143736879e-10","1181.62544945851","2299.44677276371","0.00148004201422238","753.454461490171","2727.61776073205"
"C58/Jfluoxetine - A/Jcontrol","2715.31388888889","0","2156.40322723629","3274.22455054148","0.0000291060192359926","1728.23223926795","3702.39553850983"
"CBA/Jcontrol - A/Jcontrol","793.558333333333","0.00119182871774091","302.6614734027","1284.45519326397","0.0966473965676928","-157.555164094245","1744.67183076091"
"CBA/Jfluoxetine - A/Jcontrol","1248.96346153846","6.10897610398111e-7","741.561280437028","1756.36564263989","0.0127735502423369","289.66163255039","2208.26529052653"
"CE/Jcontrol - A/Jcontrol","1288.64722222222","0.00000297916677503617","729.736560569626","1847.55788387482","0.0121097248663157","301.565572601282","2275.72887184316"
"CE/Jfluoxetine - A/Jcontrol","1260.75833333333","7.85480751277725e-7","743.307608798184","1778.20905786848","0.0123614287058752","296.29739424505","2225.21927242162"
"DBA/2Jcontrol - A/Jcontrol","827.897222222222","0.000432726146144688","355.5314985134","1300.26294593104","0.0813177957453707","-114.457556577681","1770.25200102213"
"DBA/2Jfluoxetine - A/Jcontrol","1566.71911764706","3.19427576177195e-11","1088.82846077913","2044.60977451499","0.00276839106885038","621.801879208553","2511.63635608556"
"FVB/NJcontrol - A/Jcontrol","1951.64722222222","1.61495059749293e-12","1392.73656056963","2510.55788387482","0.000531364698900509","964.565572601282","2938.72887184316"
"FVB/NJfluoxetine - A/Jcontrol","1612.20277777778","5.11589367023181e-9","1053.29211612518","2171.11343943037","0.00261282662400833","625.121128156838","2599.28442739872"
"I/LnJcontrol - A/Jcontrol","1807.69772727273","4.71622740860766e-12","1278.61744450903","2336.77801003642","0.00101535773188567","837.105368467141","2778.29008607831"
"I/LnJfluoxetine - A/Jcontrol","1782.8","4.42501457163038e-10","1204.27250246644","2361.32749753356","0.00125019424194883","784.301646288143","2781.29835371186"
"LG/Jcontrol - A/Jcontrol","1419.51590909091","5.47032953824609e-8","890.435626327213","1948.5961918546","0.00613913676095253","448.923550285322","2390.1082678965"
"LG/Jfluoxetine - A/Jcontrol","1013.425","0.000271852785443485","454.514338347404","1572.3356616526","0.044333982241781","26.3433503790599","2000.50664962094"
"LP/Jcontrol - A/Jcontrol","753.536111111111","0.00706822136995921","194.625449458515","1312.44677276371","0.128496808800057","-233.545538509829","1740.61776073205"
"LP/Jfluoxetine - A/Jcontrol","354.040789473684","0.143839533494578","-113.326214462096","821.407793409464","0.46525443334319","-586.031824968362","1294.11340391573"
"MA/MyJcontrol - A/Jcontrol","2091.53611111111","4.08331377368629e-14","1532.62544945852","2650.44677276371","0.000281742828565438","1104.45446149017","3078.61776073205"
"MA/MyJfluoxetine - A/Jcontrol","3254.31388888889","0","2695.40322723629","3813.22455054148","0.00000703950600922099","2267.23223926795","4241.39553850983"
"MRL/MpJcontrol - A/Jcontrol","1214.15227272727","0.00000332555173123329","685.071989963577","1743.23255549097","0.0157432749768723","243.559913921686","2184.74463153286"
"MRL/MpJfluoxetine - A/Jcontrol","1138.3","0.0000740665296299771","559.772502466444","1716.82749753356","0.0264303698876195","139.801646288143","2136.79835371186"
"NOD/ShiLtJcontrol - A/Jcontrol","2411.78863636364","0","1882.70835359994","2940.86891912733","0.0000777031489555958","1441.19627755805","3382.38099516922"
"NOD/ShiLtJfluoxetine - A/Jcontrol","2157.78863636364","0","1628.70835359994","2686.86891912733","0.000239082606964062","1187.19627755805","3128.38099516922"
"NOR/LtJcontrol - A/Jcontrol","2153.05","5.9699081121616e-14","1574.52250246644","2731.57749753356","0.000240164024042736","1154.55164628814","3151.54835371186"
"NOR/LtJfluoxetine - A/Jcontrol","2024.56785714286","0","1525.93986238514","2523.19585190057","0.000373890297805868","1069.66365834457","2979.47205594114"
"NZB/BlNJcontrol - A/Jcontrol","812.606818181818","0.00207423942221922","283.526535418122","1341.68710094551","0.0963042107585271","-157.985540623769","1783.19917698741"
"NZB/BlNJfluoxetine - A/Jcontrol","684.679545454545","0.00989003523910334","155.59926269085","1213.75982821824","0.158780392154911","-285.912813351041","1655.27190426013"
"NZW/LacJcontrol - A/Jcontrol","820.869444444444","0.00326707807314551","261.958782791848","1379.78010609704","0.0990987676410797","-166.212205176496","1807.95109406538"
"NZW/LacJfluoxetine - A/Jcontrol","1093.09166666667","0.0000817238241145635","534.18100501407","1652.00232831926","0.0307363544448939","106.010017045727","2080.17331628761"
"P/Jcontrol - A/Jcontrol","1549.75833333333","1.96396214442855e-8","990.847671680737","2108.66899498593","0.00349009154181963","562.676683712393","2536.83998295427"
"P/Jfluoxetine - A/Jcontrol","2188.15227272727","0","1659.07198996358","2717.23255549097","0.000212855861607497","1217.55991392169","3158.74463153286"
"PL/Jcontrol - A/Jcontrol","1539.925","1.64122861897789e-9","1022.47427546485","2057.37572453515","0.00333634056984821","575.464060911717","2504.38593908828"
"PL/Jfluoxetine - A/Jcontrol","1512.675","3.16501485053523e-9","995.224275464851","2030.12572453515","0.0037550902404111","548.214060911717","2477.13593908828"
